顾客编号,1月消费金额,2月消费金额,3月消费金额,4月消费金额,1月消费天数,2月消费天数,3月消费天数,4月消费天数
1236,0,47.95,0,0,0,1,0,0
1237,0,212.98,0,0,0,1,0,0
1238,0,68.72,0,0,0,1,0,0
1239,0,34.15,129.21,7.6,0,1,2,2
1240,0,171.28,183.86,0,0,5,2,0
1241,0,80.7,0,0,0,1,0,0
1242,0,33.61,0,0,0,1,0,0
1243,0,276.7,52.7,13.9,0,4,3,1
1244,0,44.6,29.8,119.4,0,1,1,2
1245,0,141.8,0,0,0,1,0,0
1246,0,368.55,74.71,56.32,0,6,1,1
1247,0,93.24,89.64,40.6,0,1,2,1
1248,0,12.16,0,0,0,1,0,0
1249,0,141.7,0,0,0,3,0,0
1250,0,23.19,0,0,0,1,0,0
1251,0,33.9,0,0,0,1,0,0
1252,0,49.2,0,55.9,0,2,0,1
1253,0,23.8,0,0,0,1,0,0
1254,0,78.1,0,90.37,0,2,0,2
1255,0,302.4,0,0,0,1,0,0
1256,0,104.3,0,685.37,0,1,0,2
1257,0,72.63,0,0,0,1,0,0
1258,0,48.94,0,31.7,0,1,0,1
1259,0,37.8,0,0,0,1,0,0
1260,0,20.43,0,0,0,1,0,0
1261,0,15.3,0,0,0,1,0,0
1262,0,45.76,0,0,0,1,0,0
1263,0,193.94,0,0,0,2,0,0
1264,0,105.84,151.1,0,0,1,2,0
1265,0,150.99,0,0,0,1,0,0
1266,0,102.65,65.8,0,0,2,1,0
1267,0,6.5,0,0,0,1,0,0
1268,0,62.85,25.96,123.53,0,2,1,2
1269,0,79.69,0,0,0,2,0,0
1270,0,278.12,86.79,0,0,2,1,0
1271,0,155.65,0,0,0,1,0,0
1272,0,73.38,128.67,0,0,2,2,0
1273,0,58.6,0,0,0,1,0,0
1274,0,141.3,0,0,0,2,0,0
1275,0,38.8,68.64,0,0,1,2,0
1276,0,112.9,17.4,0,0,4,1,0
1277,0,54.18,0,0,0,2,0,0
1278,0,74.22,10.8,0,0,1,1,0
1279,0,113.18,84.68,0,0,2,2,0
1280,0,106.94,0,0,0,1,0,0
1281,0,89.65,0,0,0,2,0,0
1282,0,90.4,0,0,0,2,0,0
1283,0,12,0,0,0,1,0,0
1284,0,39.04,0,0,0,1,0,0
1285,0,15.09,0,53.9,0,1,0,2
1286,0,22.1,52.29,0,0,1,2,0
1287,0,269.57,0,0,0,2,0,0
1288,0,463.38,169,0,0,3,2,0
1289,0,31.9,0,0,0,1,0,0
1290,0,101.4,54.1,0,0,2,1,0
1291,0,122.69,0,54.48,0,3,0,1
1292,0,177.23,28.83,6.72,0,8,3,1
1293,0,23.9,30.11,0,0,2,1,0
1294,0,20.4,0,0,0,1,0,0
1295,0,50.66,73.2,0,0,1,1,0
1296,0,9.9,0,0,0,1,0,0
1297,0,111.78,0,0,0,2,0,0
1298,0,47.92,0,0,0,1,0,0
1299,0,44.47,0,0,0,1,0,0
1300,0,162.39,0,0,0,1,0,0
1301,0,12.34,0,0,0,1,0,0
1302,0,136.6,0,89.7,0,1,0,1
1303,0,33.99,0,0,0,1,0,0
1304,0,56.19,0,39,0,3,0,1
1305,0,93.35,49.44,0,0,2,1,0
1306,0,46.95,183.71,0,0,1,4,0
1307,0,25.51,0,0,0,1,0,0
1308,0,33.78,30.18,0,0,1,1,0
1309,0,194.17,0,0,0,2,0,0
1310,0,135,0,80.15,0,1,0,3
1311,0,83.73,0,0,0,2,0,0
1312,0,17.96,0,0,0,1,0,0
1313,0,38.73,0,0,0,1,0,0
1314,0,12.63,363.66,24.03,0,1,8,1
1315,0,26.93,0,0,0,2,0,0
1316,0,207.15,0,64.15,0,3,0,2
1317,0,16.15,0,0,0,1,0,0
1318,0,102.11,0,142.3,0,1,0,1
1319,0,33.8,0,0,0,1,0,0
1320,0,96.44,0,0,0,1,0,0
1321,0,28.9,0,0,0,1,0,0
1322,0,48,0,0,0,1,0,0
1323,0,44.66,100.8,0,0,2,4,0
1324,0,99.4,0,0,0,1,0,0
1325,0,217.46,0,0,0,6,0,0
1326,0,118.54,0,0,0,1,0,0
1327,0,499.1,0,72.28,0,1,0,1
1328,0,32.7,0,0,0,1,0,0
1329,0,136.8,0,0,0,1,0,0
1330,0,154.47,34.7,14.1,0,2,1,1
1331,0,14.87,11.21,0,0,1,1,0
1332,0,11.8,102.7,0,0,1,2,0
1333,0,101.51,0,17.99,0,1,0,1
1334,0,19.6,0,138.5,0,1,0,2
1335,0,58.69,0,0,0,3,0,0
1336,0,85.29,32.93,0,0,3,1,0
1337,0,85.97,0,0,0,1,0,0
1338,0,41.7,0,0,0,1,0,0
1339,0,117.12,0,0,0,1,0,0
1340,0,34.51,0,0,0,1,0,0
1341,0,16.8,0,0,0,1,0,0
1342,0,76.4,41.02,0,0,2,1,0
1343,0,54.14,86.15,102.83,0,1,1,2
1344,0,84.12,32.8,0,0,2,1,0
1345,0,43.9,0,0,0,1,0,0
1346,0,15.3,198.64,0,0,1,1,0
1347,0,48.4,0,0,0,2,0,0
1348,0,13.68,0,0,0,1,0,0
1349,0,50.64,0,0,0,2,0,0
1350,0,19.31,0,0,0,2,0,0
1351,0,204.4,0,0,0,1,0,0
1352,0,145.28,0,0,0,2,0,0
1353,0,190.2,0,0,0,2,0,0
1354,0,191.61,76.49,0,0,3,2,0
1355,0,43.36,9.2,0,0,1,1,0
1356,0,54.63,0,0,0,1,0,0
1357,0,347.6,0,58.77,0,1,0,1
1358,0,52.95,0,0,0,1,0,0
1359,0,175.48,0,0,0,1,0,0
1360,0,71.3,0,0,0,1,0,0
1361,0,6.9,0,0,0,1,0,0
1362,0,72.19,0,0,0,1,0,0
1363,0,448.2,84.23,0,0,2,2,0
1364,0,28.29,0,0,0,1,0,0
1365,0,45.66,0,184.7,0,1,0,2
1366,0,17.8,0,0,0,1,0,0
1367,0,50.9,16.37,0,0,1,1,0
1368,0,93.29,32.58,42.3,0,3,1,1
1369,0,2.58,0,0,0,1,0,0
1370,0,57.73,0,0,0,1,0,0
1371,0,243.11,0,0,0,3,0,0
1372,0,60.13,106.53,0,0,2,1,0
1373,0,152.6,0,0,0,1,0,0
1374,0,113.3,255,0,0,1,1,0
1375,0,165.4,0,0,0,1,0,0
1376,0,339.3,0,0,0,2,0,0
1377,0,24.8,0,0,0,1,0,0
1378,0,41.41,20.5,0,0,1,1,0
1379,0,38.21,0,0,0,1,0,0
1380,0,42.4,0,0,0,1,0,0
1381,0,260,0,0,0,1,0,0
1382,0,47.04,0,0,0,1,0,0
1383,0,47.1,0,0,0,1,0,0
1384,0,126.72,0,0,0,1,0,0
1385,0,2475.4,0,0,0,1,0,0
1386,0,90.63,118.17,0,0,2,2,0
1387,0,27.62,45.29,0,0,1,1,0
1388,0,83.11,120.95,18.98,0,2,7,1
1389,0,132.8,0,21.6,0,1,0,1
1390,0,54.3,0,0,0,1,0,0
1391,0,69.59,29.76,0,0,2,1,0
1392,0,24.94,0,0,0,1,0,0
1393,0,33.8,8.5,0,0,1,1,0
1394,0,16.45,0,0,0,1,0,0
1395,0,61.17,0,25.6,0,1,0,1
1396,0,80.56,0,0,0,1,0,0
1397,0,66.07,0,0,0,1,0,0
1398,0,130.11,4.9,0,0,2,1,0
1399,0,41.75,79,0,0,1,1,0
1400,0,99.87,0,0,0,1,0,0
1401,0,9.7,0,0,0,1,0,0
1402,0,40.44,66.65,0,0,1,1,0
1403,0,174.41,0,148.09,0,2,0,3
1404,0,98.5,0,0,0,1,0,0
1405,0,69.77,0,0,0,2,0,0
1406,0,35.97,0,0,0,1,0,0
1407,0,16.63,0,0,0,1,0,0
1408,0,76.03,0,0,0,1,0,0
1409,0,343.9,65.88,10.39,0,3,4,1
1410,0,8.95,0,0,0,1,0,0
1411,0,25.1,0,0,0,1,0,0
1412,0,50.2,0,0,0,1,0,0
1413,0,73.46,179.8,0,0,2,2,0
1414,0,15.5,0,0,0,1,0,0
1415,0,20.3,0,0,0,1,0,0
1416,0,5.3,0,0,0,1,0,0
1417,0,18.41,0,0,0,1,0,0
1418,0,127.2,0,0,0,1,0,0
1419,0,34.98,0,0,0,1,0,0
1420,0,338.88,0,0,0,2,0,0
1421,0,44.67,0,30.2,0,2,0,1
1422,0,6.9,0,0,0,1,0,0
1423,0,258.9,0,0,0,2,0,0
1424,0,63.03,0,0,0,2,0,0
1425,0,72.05,33.28,0,0,1,1,0
1426,0,83.71,0,0,0,1,0,0
1427,0,28.9,0,0,0,1,0,0
1428,0,37.7,0,0,0,1,0,0
1429,0,55,0,0,0,1,0,0
1430,0,21.17,0,0,0,1,0,0
1431,0,129.2,0,0,0,1,0,0
1432,0,187.28,58.43,181.18,0,5,1,4
1433,0,16.72,57.3,0,0,1,1,0
1434,0,189.13,0,0,0,1,0,0
1435,0,25.7,0,0,0,1,0,0
1436,0,105.8,63.8,0,0,1,4,0
1437,0,6.97,0,0,0,1,0,0
1438,0,163.3,0,0,0,1,0,0
1439,0,41.5,115.76,0,0,1,1,0
1440,0,23.5,0,0,0,1,0,0
1441,0,128.1,0,0,0,3,0,0
1442,0,363.84,164.65,30.67,0,4,5,2
1443,0,28.2,0,0,0,1,0,0
1444,0,328.44,125.85,119.74,0,4,1,2
1445,0,61.15,0,10.4,0,1,0,1
1446,0,15.2,0,0,0,1,0,0
1447,0,70.75,0,0,0,2,0,0
1448,0,491.4,0,0,0,1,0,0
1449,0,45.4,35,0,0,2,1,0
1450,0,97.8,0,0,0,5,0,0
1451,0,20.3,77.89,0,0,1,1,0
1452,0,42.7,74.19,61.8,0,1,3,1
1453,0,76.6,0,99.06,0,2,0,1
1454,0,113.5,0,31.28,0,1,0,1
1455,0,44.83,0,81.55,0,1,0,2
1456,0,35.63,0,0,0,1,0,0
1457,0,77.2,0,41.5,0,2,0,1
1458,0,21.25,0,0,0,1,0,0
1459,0,343.32,0,227.31,0,3,0,1
1460,0,9.12,64.7,0,0,1,1,0
1461,0,34.23,0,0,0,1,0,0
1462,0,39.26,85.01,123.39,0,1,1,1
1463,0,499.6,0,0,0,2,0,0
1464,0,34.68,31.8,0,0,1,1,0
1465,0,80.41,0,46.2,0,2,0,1
1466,0,149.85,0,0,0,2,0,0
1467,0,110,0,0,0,1,0,0
1468,0,123.22,0,0,0,1,0,0
1469,0,245.71,207.03,241.61,0,4,3,8
1470,0,48.7,112.14,307.04,0,4,3,6
1471,0,10.5,28.03,154.14,0,1,1,1
1472,0,5.47,0,0,0,1,0,0
1473,0,319,0,0,0,1,0,0
1474,0,172.2,0,0,0,3,0,0
1475,0,57.77,0,40.32,0,1,0,1
1476,0,206.66,55.22,45.4,0,1,1,1
1477,0,34,0,0,0,1,0,0
1478,0,115.98,117.07,0,0,1,1,0
1479,0,76.39,0,0,0,1,0,0
1480,0,186.3,0,0,0,1,0,0
1481,0,30.7,0,0,0,1,0,0
1482,0,351.29,0,148.04,0,2,0,3
1483,0,28.9,0,0,0,1,0,0
1484,0,139.2,0,0,0,1,0,0
1485,0,36.8,0,0,0,1,0,0
1486,0,146.12,0,24.89,0,1,0,2
1487,0,106.8,0,0,0,1,0,0
1488,0,108.9,0,0,0,1,0,0
1489,0,189.11,0,0,0,2,0,0
1490,0,94,0,161,0,1,0,1
1491,0,19.21,111.22,0,0,1,3,0
1492,0,54.13,0,0,0,1,0,0
1493,0,40.16,0,0,0,2,0,0
1494,0,39.8,0,0,0,1,0,0
1495,0,209.57,0,58,0,1,0,1
1496,0,116.86,0,0,0,1,0,0
1497,0,104.48,14.83,0,0,3,1,0
1498,0,129.9,38.4,0,0,1,1,0
1499,0,162.9,0,0,0,1,0,0
1500,0,190.5,0,0,0,1,0,0
1501,0,610.56,267.29,26.8,0,2,3,2
1502,0,90.81,0,0,0,1,0,0
1503,0,162.4,0,0,0,1,0,0
1504,0,117.7,0,0,0,1,0,0
1505,0,65.4,0,0,0,1,0,0
1506,0,15.9,0,20.36,0,1,0,1
1507,0,101.28,0,0,0,1,0,0
1508,0,149.69,0,0,0,3,0,0
1509,0,230.21,106.71,70.3,0,1,2,2
1510,0,116.8,0,0,0,1,0,0
1511,0,231,0,0,0,1,0,0
1512,0,158.9,136.68,410.45,0,4,6,8
1513,0,105.11,0,0,0,1,0,0
1514,0,99.59,0,0,0,1,0,0
1515,0,51.71,0,0,0,1,0,0
1516,0,60.31,0,31.2,0,1,0,1
1517,0,249.5,0,0,0,1,0,0
1518,0,32.56,0,0,0,1,0,0
1519,0,85.66,0,0,0,1,0,0
1520,0,264.97,0,0,0,1,0,0
1521,0,59.36,57.44,62.68,0,1,2,3
1522,0,35.09,51.44,33.52,0,1,2,1
1523,0,231.95,0,0,0,1,0,0
1524,0,207.56,13.93,0,0,2,1,0
1525,0,117.6,0,0,0,1,0,0
1526,0,53.4,0,0,0,1,0,0
1527,0,17.9,0,0,0,1,0,0
1528,0,104.6,74.4,64.7,0,2,2,1
1529,0,168.8,0,0,0,1,0,0
1530,0,113.77,0,0,0,1,0,0
1531,0,22.39,0,0,0,1,0,0
1532,0,53.3,0,0,0,1,0,0
1533,0,298.5,0,0,0,1,0,0
1534,0,255,0,0,0,1,0,0
1535,0,125.7,41.6,0,0,1,1,0
1536,0,24.07,0,0,0,1,0,0
1537,0,68.5,57.7,0,0,1,1,0
1538,0,214.6,0,0,0,1,0,0
1539,0,50.5,0,0,0,1,0,0
1540,0,102.42,0,0,0,1,0,0
1541,0,745.9,0,0,0,1,0,0
1542,0,132.1,8.9,16.75,0,1,1,1
1543,0,180.8,0,0,0,1,0,0
1544,0,120.82,177.31,87.08,0,2,3,2
1545,0,64.14,0,0,0,1,0,0
1546,0,18.33,17.6,0,0,1,1,0
1547,0,57.9,0,0,0,1,0,0
1548,0,288,196.2,0,0,1,1,0
1549,0,106.2,0,0,0,1,0,0
1550,0,120,0,0,0,1,0,0
1551,0,63.4,0,0,0,1,0,0
1552,0,13.8,0,0,0,1,0,0
1553,0,39.73,482.95,32.55,0,1,4,2
1554,0,104.01,0,0,0,2,0,0
1555,0,61,0,0,0,2,0,0
1556,0,248.02,0,0,0,1,0,0
1557,0,348.6,0,0,0,1,0,0
1558,0,60.96,0,0,0,1,0,0
1559,0,312.64,399.24,274.72,0,4,13,5
1560,0,278.38,75.73,0,0,1,2,0
1561,0,407.56,268.3,243,0,1,4,3
1562,0,287.49,328.02,0,0,5,13,0
1563,0,100.5,0,0,0,1,0,0
1564,0,90.23,0,0,0,1,0,0
1565,0,119.5,6.8,125.3,0,3,1,2
1566,0,404.7,0,0,0,1,0,0
1567,0,153.51,127.3,0,0,1,1,0
1568,0,127.91,0,0,0,2,0,0
1569,0,264.53,0,0,0,1,0,0
1570,0,63.66,0,0,0,1,0,0
1571,0,76.94,598.99,0,0,1,8,0
1572,0,86.4,39.73,22.38,0,1,2,1
1573,0,237.86,0,0,0,1,0,0
1574,0,195.36,0,0,0,2,0,0
1575,0,35.2,329.97,12.05,0,1,7,1
1576,0,253.88,0,0,0,1,0,0
1577,0,113.4,0,0,0,1,0,0
1578,0,27.06,0,0,0,1,0,0
1579,0,16.3,0,24.69,0,1,0,1
1580,0,58.6,0,41.75,0,2,0,2
1581,0,21.7,0,13.9,0,1,0,1
1582,0,319,0,0,0,1,0,0
1583,0,60.6,0,0,0,1,0,0
1584,0,61.93,0,21.44,0,1,0,1
1585,0,103,0,9,0,1,0,1
1586,0,30.69,0,0,0,1,0,0
1587,0,205.8,0,0,0,1,0,0
1588,0,246,0,0,0,1,0,0
1589,0,22.3,0,0,0,1,0,0
1590,0,33.19,0,0,0,1,0,0
1591,0,65.4,0,0,0,1,0,0
1592,0,145.14,0,0,0,1,0,0
1593,0,50.62,0,0,0,1,0,0
1594,0,1563.9,0,0,0,1,0,0
1595,0,75.49,0,182.54,0,2,0,3
1596,0,129.1,150.97,51.08,0,1,3,1
1597,0,26.24,0,0,0,1,0,0
1598,0,96.89,24.12,0,0,2,1,0
1599,0,336.8,0,0,0,2,0,0
1600,0,161.82,0,0,0,1,0,0
1601,0,61.04,0,0,0,1,0,0
1602,0,108.99,30.52,0,0,1,1,0
1603,0,84.44,93.83,63.08,0,1,3,1
1604,0,88.2,0,0,0,1,0,0
1605,0,48.85,0,25.97,0,1,0,1
1606,0,20.7,0,0,0,1,0,0
1607,0,20.8,0,0,0,1,0,0
1608,0,79.9,119,0,0,1,1,0
1609,0,112.87,188.7,0,0,2,2,0
1610,0,5.9,0,0,0,1,0,0
1611,0,259.4,0,0,0,1,0,0
1612,0,255.51,30.27,49.1,0,3,2,1
1613,0,179.7,61.6,38.19,0,1,1,1
1614,0,617.7,0,0,0,1,0,0
1615,0,118,0,0,0,1,0,0
1616,0,131.83,0,52.8,0,1,0,1
1617,0,17.54,0,0,0,1,0,0
1618,0,45.2,0,0,0,1,0,0
1619,0,99.7,0,0,0,1,0,0
1620,0,61.3,0,0,0,1,0,0
1621,0,34.96,0,0,0,1,0,0
1622,0,102.35,200.28,69.2,0,1,4,2
1623,0,216.9,0,19.9,0,1,0,1
1624,0,177,0,0,0,1,0,0
1625,0,62.63,0,0,0,1,0,0
1626,0,34,0,0,0,1,0,0
1627,0,142.51,0,0,0,1,0,0
1628,0,170.4,0,0,0,1,0,0
1629,0,166.8,179.1,0,0,1,1,0
1630,0,240.84,0,0,0,1,0,0
1631,0,56.78,35.31,371.02,0,1,3,6
1632,0,182.4,0,0,0,1,0,0
1633,0,80.6,0,0,0,1,0,0
1634,0,40.8,31.8,0,0,1,1,0
1635,0,33.2,0,0,0,1,0,0
1636,0,63.8,0,0,0,1,0,0
1637,0,117,0,0,0,1,0,0
1638,0,45.9,22.78,0,0,1,1,0
1639,0,3.77,0,102.73,0,1,0,3
1640,0,183.74,28,174.01,0,3,1,4
1641,0,3.9,0,33.5,0,1,0,1
1642,0,58.8,0,0,0,1,0,0
1643,0,75.5,0,0,0,1,0,0
1644,0,56.54,0,0,0,1,0,0
1645,0,122,0,0,0,1,0,0
1646,0,127.18,0,0,0,2,0,0
1647,0,80.9,0,0,0,1,0,0
1648,0,228.9,0,0,0,1,0,0
1649,0,47.76,17.4,41.55,0,1,1,2
1650,0,68.9,0,0,0,1,0,0
1651,0,122.5,0,0,0,1,0,0
1652,0,97.7,0,0,0,1,0,0
1653,0,38.65,0,82.48,0,2,0,2
1654,0,53.35,0,0,0,1,0,0
1655,0,40.6,0,0,0,1,0,0
1656,0,98.4,86.86,0,0,1,1,0
1657,0,32.9,0,0,0,1,0,0
1658,0,97.6,0,0,0,1,0,0
1659,0,157.8,0,0,0,1,0,0
1660,0,10.8,0,0,0,1,0,0
1661,0,39.32,0,30,0,1,0,1
1662,0,28.9,55.77,0,0,1,1,0
1663,0,91.9,0,0,0,1,0,0
1664,0,36.08,0,0,0,1,0,0
1665,0,147.72,0,0,0,1,0,0
1666,0,138.3,0,0,0,1,0,0
1667,0,57,0,0,0,1,0,0
1668,0,94.6,75.94,0,0,1,1,0
1669,0,91.5,0,0,0,1,0,0
1670,0,37.82,70.27,0,0,1,4,0
1671,0,22.54,0,215.69,0,1,0,1
1672,0,17.82,0,0,0,1,0,0
1673,0,102,0,0,0,1,0,0
1674,0,107.03,29.96,0,0,3,1,0
1675,0,14.2,0,0,0,1,0,0
1676,0,81.24,11.4,98.88,0,1,1,1
1677,0,85.8,33.81,0,0,1,1,0
1678,0,9.29,0,0,0,1,0,0
1679,0,65.65,151.76,0,0,1,1,0
1680,0,53.3,0,0,0,1,0,0
1681,0,13.7,0,28,0,1,0,1
1682,0,103.4,0,0,0,1,0,0
1683,0,80.9,0,0,0,1,0,0
1684,0,45.21,0,0,0,1,0,0
1685,0,206,0,0,0,1,0,0
1686,0,100.8,0,0,0,1,0,0
1687,0,37.54,194.76,56.73,0,2,3,2
1688,0,184.62,0,28.5,0,2,0,1
1689,0,30,0,0,0,1,0,0
1690,0,24.6,0,0,0,1,0,0
1691,0,190.7,0,0,0,1,0,0
1692,0,73.71,55.03,0,0,1,1,0
1693,0,33.93,0,0,0,1,0,0
1694,0,21.59,0,199.73,0,1,0,2
1695,0,82.2,0,0,0,1,0,0
1696,0,170.6,17.13,0,0,2,1,0
1697,0,50.84,0,0,0,1,0,0
1698,0,8.98,0,0,0,1,0,0
1699,0,77,80.4,0,0,1,1,0
1700,0,83.25,0,0,0,1,0,0
1701,0,104.5,35.8,0,0,1,1,0
1702,0,37.8,0,0,0,1,0,0
1703,0,50.8,95.7,0,0,2,2,0
1704,0,106.8,0,0,0,1,0,0
1705,0,21.13,0,0,0,1,0,0
1706,0,97.87,0,0,0,1,0,0
1707,0,19.9,0,0,0,1,0,0
1708,0,183.66,0,0,0,3,0,0
1709,0,32.9,0,0,0,1,0,0
1710,0,31.86,0,0,0,1,0,0
1711,0,71.3,0,0,0,1,0,0
1712,0,31.9,63.18,137.8,0,2,5,2
1713,0,20.9,0,0,0,1,0,0
1714,0,38.9,0,0,0,1,0,0
1715,0,76.61,0,67.62,0,1,0,1
1716,0,76.17,0,0,0,1,0,0
1717,0,55.8,0,13.1,0,1,0,1
1718,0,96.99,0,0,0,1,0,0
1719,0,60.37,141.54,0,0,2,3,0
1720,0,35.18,0,0,0,1,0,0
1721,0,106.66,0,0,0,1,0,0
1722,0,7.3,46.03,0,0,2,1,0
1723,0,54.15,0,0,0,1,0,0
1724,0,57.13,52.24,110.94,0,1,1,1
1725,0,27.29,20.07,0,0,1,1,0
1726,0,22,0,86.7,0,1,0,1
1727,0,21.9,77.02,0,0,1,1,0
1728,0,54.7,0,0,0,1,0,0
1729,0,36.2,0,0,0,1,0,0
1730,0,99.5,99.46,155.65,0,1,2,4
1731,0,74.18,93.65,62.88,0,1,1,2
1732,0,18.85,0,0,0,1,0,0
1733,0,12.8,125.36,158.98,0,1,5,5
1734,0,20,98,0,0,1,2,0
1735,0,58.9,0,0,0,1,0,0
1736,0,72,0,0,0,1,0,0
1737,0,109.9,200.2,0,0,1,2,0
1738,0,248.1,0,0,0,1,0,0
1739,0,97.1,0,0,0,1,0,0
1740,0,45.86,0,0,0,1,0,0
1741,0,19.9,0,0,0,1,0,0
1742,0,51.3,22.6,0,0,1,1,0
1743,0,84.49,80.91,79.73,0,3,2,1
1744,0,34.3,0,0,0,1,0,0
1745,0,41.5,0,0,0,1,0,0
1746,0,52.9,0,0,0,1,0,0
1747,0,14.29,0,0,0,1,0,0
1748,0,6.97,117.65,157.87,0,1,4,4
1749,0,6.14,23.03,0,0,1,2,0
1750,0,25.4,0,0,0,1,0,0
1751,0,11.57,169.34,35.5,0,1,5,1
1752,0,18.79,17.37,0,0,1,1,0
1753,0,39.01,0,0,0,1,0,0
1754,0,41.78,0,0,0,1,0,0
1755,0,90.38,0,45.29,0,1,0,1
1756,0,67.81,19.4,0,0,1,1,0
1757,0,14.8,64.9,51.7,0,1,3,2
1758,0,130.9,0,0,0,1,0,0
1759,0,23.01,0,46.5,0,1,0,1
1760,0,10.52,0,0,0,1,0,0
1761,0,47.94,146.48,0,0,2,3,0
1762,0,29.3,0,54.5,0,1,0,1
1763,0,118.8,0,0,0,1,0,0
1764,0,52.02,0,0,0,1,0,0
1765,0,61.18,238.4,291.27,0,1,5,6
1766,0,205.4,0,0,0,1,0,0
1767,0,39.69,84.2,0,0,1,2,0
1768,0,35.58,0,0,0,1,0,0
1769,0,50.51,67.93,0,0,1,1,0
1770,0,21.86,0,0,0,1,0,0
1771,0,5.3,0,0,0,1,0,0
1772,0,61.36,0,0,0,1,0,0
1773,0,80.48,16.23,0,0,1,1,0
1774,0,0,93.02,259.45,0,0,5,5
1775,0,0,4.8,0,0,0,1,0
1776,0,0,57.84,0,0,0,1,0
1777,0,0,122.36,0,0,0,1,0
1778,0,0,143.5,0,0,0,2,0
1779,0,0,72.83,0,0,0,3,0
1780,0,0,158,0,0,0,1,0
1781,0,0,50.13,0,0,0,1,0
1782,0,0,181.2,71.66,0,0,1,1
1783,0,0,40.14,0,0,0,1,0
1784,0,0,371.89,0,0,0,3,0
1785,0,0,10.22,0,0,0,1,0
1786,0,0,93.6,0,0,0,3,0
1787,0,0,133.03,77.1,0,0,2,2
1788,0,0,27.89,0,0,0,1,0
1789,0,0,110.6,0,0,0,1,0
1790,0,0,24.32,0,0,0,1,0
1791,0,0,27.42,31.51,0,0,2,1
1792,0,0,103.38,0,0,0,1,0
1793,0,0,38.6,21.7,0,0,3,1
1794,0,0,33.2,146.72,0,0,1,1
1795,0,0,51.4,0,0,0,2,0
1796,0,0,13.99,0,0,0,1,0
1797,0,0,23.1,0,0,0,1,0
1798,0,0,104.4,0,0,0,2,0
1799,0,0,40.74,22.7,0,0,1,1
1800,0,0,4.5,0,0,0,1,0
1801,0,0,23.8,0,0,0,1,0
1802,0,0,67.43,0,0,0,1,0
1803,0,0,34.6,0,0,0,1,0
1804,0,0,39.74,0,0,0,1,0
1805,0,0,45.8,0,0,0,1,0
1806,0,0,256.6,0,0,0,1,0
1807,0,0,31.03,0,0,0,1,0
1808,0,0,70.32,0,0,0,1,0
1809,0,0,17.09,0,0,0,1,0
1810,0,0,102.62,0,0,0,1,0
1811,0,0,27.38,0,0,0,2,0
1812,0,0,82.73,162.82,0,0,4,5
1813,0,0,40.55,33.8,0,0,1,1
1814,0,0,44.1,0,0,0,1,0
1815,0,0,226.68,0,0,0,4,0
1816,0,0,68.94,12.4,0,0,1,1
1817,0,0,15.47,36.57,0,0,1,1
1818,0,0,170,67.57,0,0,3,3
1819,0,0,29.02,0,0,0,1,0
1820,0,0,48.66,0,0,0,2,0
1821,0,0,5.8,0,0,0,1,0
1822,0,0,25,0,0,0,1,0
1823,0,0,43,30.74,0,0,2,1
1824,0,0,66.24,0,0,0,1,0
1825,0,0,55.37,13.9,0,0,1,1
1826,0,0,20.8,0,0,0,1,0
1827,0,0,11.3,0,0,0,1,0
1828,0,0,46.18,0,0,0,1,0
1829,0,0,52.51,0,0,0,2,0
1830,0,0,17.11,79.31,0,0,1,1
1831,0,0,40,0,0,0,1,0
1832,0,0,102.07,0,0,0,2,0
1833,0,0,28.77,0,0,0,2,0
1834,0,0,44.48,20.9,0,0,2,1
1835,0,0,50.24,0,0,0,1,0
1836,0,0,158.42,24.35,0,0,2,1
1837,0,0,22.7,0,0,0,1,0
1838,0,0,26.03,0,0,0,1,0
1839,0,0,356.87,136.65,0,0,6,5
1840,0,0,145.49,0,0,0,3,0
1841,0,0,57.6,0,0,0,1,0
1842,0,0,2.5,0,0,0,1,0
1843,0,0,63.68,0,0,0,1,0
1844,0,0,37.32,0,0,0,1,0
1845,0,0,22.8,0,0,0,1,0
1846,0,0,229.8,0,0,0,2,0
1847,0,0,5.9,0,0,0,1,0
1848,0,0,41.7,0,0,0,1,0
1849,0,0,32.07,45.61,0,0,1,3
1850,0,0,48,0,0,0,1,0
1851,0,0,87.82,32.1,0,0,2,1
1852,0,0,9.19,0,0,0,1,0
1853,0,0,34.6,0,0,0,1,0
1854,0,0,129.33,0,0,0,1,0
1855,0,0,77.4,0,0,0,1,0
1856,0,0,56.06,62.04,0,0,2,2
1857,0,0,10.9,0,0,0,1,0
1858,0,0,49.01,105.24,0,0,3,2
1859,0,0,14.69,0,0,0,1,0
1860,0,0,15.9,0,0,0,1,0
1861,0,0,20.2,0,0,0,1,0
1862,0,0,9.9,0,0,0,1,0
1863,0,0,70.9,0,0,0,1,0
1864,0,0,135.04,0,0,0,1,0
1865,0,0,13.74,15.19,0,0,1,1
1866,0,0,157.62,0,0,0,2,0
1867,0,0,61.66,0,0,0,3,0
1868,0,0,123.27,0,0,0,1,0
1869,0,0,197.61,37.81,0,0,3,1
1870,0,0,147.99,0,0,0,2,0
1871,0,0,55.36,0,0,0,1,0
1872,0,0,92.09,0,0,0,1,0
1873,0,0,93.56,0,0,0,1,0
1874,0,0,69.44,71.36,0,0,1,1
1875,0,0,242.61,0,0,0,1,0
1876,0,0,69.52,0,0,0,1,0
