,顾客编号,1月消费金额,2月消费金额,3月消费金额,4月消费金额,总消费金额
1666,1666,0.0,138.3,0.0,0.0,138.3
2197,2197,0.0,0.0,138.2,0.0,138.2
953,953,51.2,58.9,27.9,0.0,138.0
1124,1124,137.4,0.0,0.0,0.0,137.4
182,182,44.9,92.47999999999999,0.0,0.0,137.38
1674,1674,0.0,107.02999999999999,29.96,0.0,136.98999999999998
488,488,75.85000000000001,10.3,0.0,50.7,136.85000000000002
589,589,136.83000000000004,0.0,0.0,0.0,136.83000000000004
1329,1329,0.0,136.8,0.0,0.0,136.8
2153,2153,0.0,0.0,136.78,0.0,136.78
2461,2461,0.0,0.0,0.0,136.60000000000002,136.60000000000002
1173,1173,34.15,0.0,42.89,59.55,136.58999999999997
1074,1074,59.78,46.10999999999999,30.51,0.0,136.39999999999998
1898,1898,0.0,0.0,43.7,92.41,136.11
2015,2015,0.0,0.0,65.52000000000001,70.47999999999999,136.0
1755,1755,0.0,90.38,0.0,45.29,135.67
753,753,35.79,20.23,0.0,79.59,135.61
1880,1880,0.0,0.0,135.21,0.0,135.21
508,508,135.21,0.0,0.0,0.0,135.21
1864,1864,0.0,0.0,135.04,0.0,135.04
1398,1398,0.0,130.11,4.9,0.0,135.01000000000002
610,610,60.4,63.059999999999995,11.43,0.0,134.89
386,386,70.02,64.7,0.0,0.0,134.72
2259,2259,0.0,0.0,0.0,134.61,134.61
917,917,70.66,19.6,44.3,0.0,134.56
489,489,33.37,0.0,101.03,0.0,134.4
67,67,6.8,0.0,0.0,127.50000000000001,134.3
1884,1884,0.0,0.0,60.699999999999996,73.60000000000001,134.3
1102,1102,134.14,0.0,0.0,0.0,134.14
2405,2405,0.0,0.0,0.0,134.03,134.03
214,214,134.0,0.0,0.0,0.0,134.0
2099,2099,0.0,0.0,70.45,62.94,133.39
115,115,109.61,0.0,0.0,23.42,133.03
456,456,78.0,54.9,0.0,0.0,132.9
2277,2277,0.0,0.0,0.0,132.89000000000001,132.89000000000001
824,824,102.64000000000001,0.0,29.8,0.0,132.44000000000003
369,369,32.29,100.0,0.0,0.0,132.29
429,429,132.29,0.0,0.0,0.0,132.29
2204,2204,0.0,0.0,0.0,132.05,132.05
756,756,131.67000000000002,0.0,0.0,0.0,131.67000000000002
1077,1077,109.66000000000001,0.0,0.0,21.84,131.5
2296,2296,0.0,0.0,0.0,131.44,131.44
1757,1757,0.0,14.8,64.9,51.7,131.4
2118,2118,0.0,0.0,78.13,53.19,131.32
1155,1155,63.24999999999999,0.0,0.0,67.86999999999999,131.11999999999998
2008,2008,0.0,0.0,130.7,0.35,131.04999999999998
977,977,13.079999999999998,26.7,0.0,91.25,131.03
1758,1758,0.0,130.9,0.0,0.0,130.9
1491,1491,0.0,19.21,111.22,0.0,130.43
1276,1276,0.0,112.9,17.4,0.0,130.3
435,435,75.06,34.1,21.099999999999998,0.0,130.26
253,253,13.9,18.14,0.0,98.19000000000001,130.23000000000002
640,640,43.66,0.0,56.26,30.299999999999997,130.21999999999997
2183,2183,0.0,0.0,129.95000000000002,0.0,129.95000000000002
1854,1854,0.0,0.0,129.33,0.0,129.33
1431,1431,0.0,129.20000000000002,0.0,0.0,129.20000000000002
2374,2374,0.0,0.0,0.0,128.96,128.96
2438,2438,0.0,0.0,0.0,128.86,128.86
1692,1692,0.0,73.71000000000001,55.03,0.0,128.74
176,176,59.32,33.82,0.0,35.47,128.61
931,931,30.42,98.0,0.0,0.0,128.42000000000002
1441,1441,0.0,128.1,0.0,0.0,128.1
1568,1568,0.0,127.90999999999998,0.0,0.0,127.90999999999998
336,336,36.8,64.68,0.0,26.31,127.79
1418,1418,0.0,127.2,0.0,0.0,127.2
1646,1646,0.0,127.17999999999999,0.0,0.0,127.17999999999999
173,173,73.3,53.7,0.0,0.0,127.0
858,858,77.19999999999999,0.0,49.68999999999999,0.0,126.88999999999999
704,704,65.9,0.0,14.600000000000001,46.33,126.83
2199,2199,0.0,0.0,0.0,126.75000000000001,126.75000000000001
1384,1384,0.0,126.72,0.0,0.0,126.72
1465,1465,0.0,80.41000000000001,0.0,46.199999999999996,126.61000000000001
2456,2456,0.0,0.0,0.0,126.39,126.39
1455,1455,0.0,44.83,0.0,81.55,126.38
1537,1537,0.0,68.5,57.7,0.0,126.2
160,160,59.129999999999995,66.49000000000001,0.0,0.0,125.62
2048,2048,0.0,0.0,125.57,0.0,125.57
2012,2012,0.0,0.0,101.93,23.6,125.53
518,518,125.5,0.0,0.0,0.0,125.5
152,152,60.19,25.39,27.65,12.260000000000002,125.49
447,447,14.8,0.0,27.64,82.96000000000001,125.4
1190,1190,24.339999999999996,0.0,101.00000000000001,0.0,125.34
997,997,33.06,92.13000000000001,0.0,0.0,125.19000000000001
42,42,27.650000000000002,0.0,0.0,96.81,124.46000000000001
432,432,124.03,0.0,0.0,0.0,124.03
1169,1169,124.0,0.0,0.0,0.0,124.0
598,598,65.84,0.0,0.0,58.14000000000001,123.98000000000002
1767,1767,0.0,39.69,84.2,0.0,123.89
1295,1295,0.0,50.66,73.19999999999999,0.0,123.85999999999999
2500,2500,0.0,0.0,0.0,123.69999999999999,123.69999999999999
1988,1988,0.0,0.0,18.9,104.42,123.32
1868,1868,0.0,0.0,123.27000000000001,0.0,123.27000000000001
1468,1468,0.0,123.22,0.0,0.0,123.22
572,572,28.55,5.38,0.0,89.02000000000001,122.95000000000002
498,498,31.799999999999997,91.0,0.0,0.0,122.8
958,958,122.76,0.0,0.0,0.0,122.76
1031,1031,1.0,48.9,32.1,40.709999999999994,122.71
1651,1651,0.0,122.5,0.0,0.0,122.5
1777,1777,0.0,0.0,122.36000000000003,0.0,122.36000000000003
1645,1645,0.0,122.0,0.0,0.0,122.0
1076,1076,121.69,0.0,0.0,0.0,121.69
650,650,17.35,0.0,52.07,52.12,121.53999999999999
721,721,77.89000000000001,0.0,0.0,43.620000000000005,121.51000000000002
523,523,121.4,0.0,0.0,0.0,121.4
218,218,121.27,0.0,0.0,0.0,121.27
2103,2103,0.0,0.0,59.63,61.550000000000004,121.18
1653,1653,0.0,38.65,0.0,82.48,121.13
1598,1598,0.0,96.88999999999999,24.119999999999997,0.0,121.00999999999999
1015,1015,88.19999999999999,0.0,0.0,32.800000000000004,121.0
510,510,49.190000000000005,0.0,0.0,71.79,120.98000000000002
722,722,66.81,34.910000000000004,19.13,0.0,120.85
2513,2513,0.0,0.0,0.0,120.80000000000001,120.80000000000001
341,341,9.9,0.0,110.88,0.0,120.78
1399,1399,0.0,41.74999999999999,79.0,0.0,120.75
2000,2000,0.0,0.0,120.74999999999999,0.0,120.74999999999999
259,259,120.73000000000002,0.0,0.0,0.0,120.73000000000002
1106,1106,101.02000000000001,0.0,18.0,1.4,120.42000000000002
1201,1201,34.94,35.3,49.92999999999999,0.0,120.16999999999999
1522,1522,0.0,35.09,51.440000000000005,33.519999999999996,120.05
1550,1550,0.0,120.0,0.0,0.0,120.0
1851,1851,0.0,0.0,87.82,32.099999999999994,119.91999999999999
436,436,119.90999999999998,0.0,0.0,0.0,119.90999999999998
825,825,119.71999999999998,0.0,0.0,0.0,119.71999999999998
1677,1677,0.0,85.8,33.81,0.0,119.61
1333,1333,0.0,101.50999999999999,0.0,17.990000000000002,119.5
2156,2156,0.0,0.0,79.08,40.23,119.31
1497,1497,0.0,104.48,14.83,0.0,119.31
2586,2586,0.0,0.0,0.0,119.2,119.2
747,747,118.89999999999999,0.0,0.0,0.0,118.89999999999999
1763,1763,0.0,118.8,0.0,0.0,118.8
1991,1991,0.0,0.0,106.16999999999999,12.540000000000001,118.71
1457,1457,0.0,77.2,0.0,41.5,118.7
2460,2460,0.0,0.0,0.0,118.60000000000001,118.60000000000001
1326,1326,0.0,118.53999999999999,0.0,0.0,118.53999999999999
749,749,118.48,0.0,0.0,0.0,118.48
607,607,118.47999999999999,0.0,0.0,0.0,118.47999999999999
1769,1769,0.0,50.51,67.92999999999999,0.0,118.44
2408,2408,0.0,0.0,0.0,118.39,118.39
458,458,46.3,72.03,0.0,0.0,118.33
942,942,118.25999999999999,0.0,0.0,0.0,118.25999999999999
1336,1336,0.0,85.28999999999999,32.93,0.0,118.22
1856,1856,0.0,0.0,56.06,62.04,118.1
1734,1734,0.0,20.0,98.0,0.0,118.0
1615,1615,0.0,118.0,0.0,0.0,118.0
1504,1504,0.0,117.7,0.0,0.0,117.7
851,851,59.12,0.0,23.79,34.75,117.66
1525,1525,0.0,117.6,0.0,0.0,117.6
1342,1342,0.0,76.4,41.02,0.0,117.42000000000002
2397,2397,0.0,0.0,0.0,117.23,117.23
1339,1339,0.0,117.12,0.0,0.0,117.12
1069,1069,49.32,0.0,0.0,67.77000000000001,117.09
1637,1637,0.0,117.0,0.0,0.0,117.0
1344,1344,0.0,84.11999999999999,32.8,0.0,116.91999999999999
582,582,29.9,0.0,0.0,87.0,116.9
1496,1496,0.0,116.86,0.0,0.0,116.86
1510,1510,0.0,116.80000000000001,0.0,0.0,116.80000000000001
537,537,78.65,0.0,38.08,0.0,116.73
1231,1231,0.0,116.62,0.0,0.0,116.62
471,471,116.35,0.0,0.0,0.0,116.35
1978,1978,0.0,0.0,83.66000000000001,32.66,116.32000000000001
2265,2265,0.0,0.0,0.0,115.98,115.98
209,209,52.349999999999994,0.0,26.83,36.650000000000006,115.83
1998,1998,0.0,0.0,115.78,0.0,115.78
831,831,115.52000000000001,0.0,0.0,0.0,115.52000000000001
1332,1332,0.0,11.8,102.7,0.0,114.5
1971,1971,0.0,0.0,114.0,0.0,114.0
823,823,113.84,0.0,0.0,0.0,113.84
737,737,113.78999999999999,0.0,0.0,0.0,113.78999999999999
1530,1530,0.0,113.77000000000001,0.0,0.0,113.77000000000001
773,773,13.0,69.7,19.1,11.74,113.54
1577,1577,0.0,113.4,0.0,0.0,113.4
77,77,100.9,0.0,12.4,0.0,113.30000000000001
587,587,51.699999999999996,61.24,0.0,0.0,112.94
481,481,47.1,0.0,65.6,0.0,112.69999999999999
116,116,112.6,0.0,0.0,0.0,112.6
557,557,31.6,80.69999999999999,0.0,0.0,112.29999999999998
1028,1028,44.9,0.0,37.49999999999999,29.89,112.28999999999999
993,993,53.04,59.0,0.0,0.0,112.03999999999999
1585,1585,0.0,103.0,0.0,9.0,112.0
741,741,54.41,41.09,0.0,16.48,111.98
757,757,38.95,31.62,41.31999999999999,0.0,111.89
480,480,13.2,23.950000000000003,74.7,0.0,111.85000000000001
731,731,7.01,41.03999999999999,30.010000000000005,33.75,111.81
1297,1297,0.0,111.77999999999999,0.0,0.0,111.77999999999999
1000,1000,111.44,0.0,0.0,0.0,111.44
169,169,43.82,0.0,67.24,0.0,111.06
2050,2050,0.0,0.0,69.43,41.629999999999995,111.06
240,240,110.68,0.0,0.0,0.0,110.68
2590,2590,0.0,0.0,0.0,110.64,110.64
1789,1789,0.0,0.0,110.60000000000001,0.0,110.60000000000001
1881,1881,0.0,0.0,18.310000000000002,92.00000000000001,110.31000000000002
2017,2017,0.0,0.0,110.24,0.0,110.24
233,233,27.9,82.30000000000001,0.0,0.0,110.20000000000002
1091,1091,110.1,0.0,0.0,0.0,110.1
1070,1070,110.06,0.0,0.0,0.0,110.06
1467,1467,0.0,110.0,0.0,0.0,110.0
559,559,52.440000000000005,57.55,0.0,0.0,109.99000000000001
586,586,109.9,0.0,0.0,0.0,109.9
1174,1174,14.6,0.0,6.9,88.3,109.8
576,576,63.72,32.199999999999996,13.82,0.0,109.73999999999998
998,998,109.50999999999999,0.0,0.0,0.0,109.50999999999999
472,472,28.799999999999997,80.7,0.0,0.0,109.5
2604,2604,0.0,0.0,0.0,109.39999999999999,109.39999999999999
1056,1056,29.7,58.769999999999996,20.660000000000004,0.0,109.13
2179,2179,0.0,0.0,109.0,0.0,109.0
1488,1488,0.0,108.9,0.0,0.0,108.9
549,549,56.58,52.300000000000004,0.0,0.0,108.88
150,150,3.0300000000000002,0.0,0.0,105.78,108.81
2549,2549,0.0,0.0,0.0,108.8,108.8
2330,2330,0.0,0.0,0.0,108.77,108.77
1726,1726,0.0,22.0,0.0,86.7,108.7
797,797,47.99999999999999,0.0,0.0,60.5,108.5
85,85,26.18,0.0,82.11,0.0,108.28999999999999
1670,1670,0.0,37.81999999999999,70.27,0.0,108.08999999999999
645,645,7.199999999999999,95.29999999999998,0.0,5.5,107.99999999999999
1983,1983,0.0,0.0,68.32,39.47,107.78999999999999
1275,1275,0.0,38.8,68.64,0.0,107.44
1912,1912,0.0,0.0,107.28,0.0,107.28
1402,1402,0.0,40.44,66.65,0.0,107.09
1280,1280,0.0,106.94000000000001,0.0,0.0,106.94000000000001
1487,1487,0.0,106.8,0.0,0.0,106.8
1704,1704,0.0,106.8,0.0,0.0,106.8
1649,1649,0.0,47.76,17.4,41.55,106.71
1721,1721,0.0,106.66000000000001,0.0,0.0,106.66000000000001
175,175,106.60000000000002,0.0,0.0,0.0,106.60000000000002
2122,2122,0.0,0.0,106.60000000000001,0.0,106.60000000000001
1639,1639,0.0,3.77,0.0,102.73,106.5
2027,2027,0.0,0.0,106.48,0.0,106.48
1549,1549,0.0,106.2,0.0,0.0,106.2
2308,2308,0.0,0.0,0.0,106.19999999999999,106.19999999999999
764,764,50.099999999999994,0.0,0.0,56.0,106.1
2386,2386,0.0,0.0,0.0,106.06,106.06
2209,2209,0.0,0.0,0.0,105.98,105.98
1073,1073,45.980000000000004,59.97,0.0,0.0,105.95
2333,2333,0.0,0.0,0.0,105.72000000000001,105.72000000000001
1931,1931,0.0,0.0,47.4,58.25999999999999,105.66
1112,1112,105.4,0.0,0.0,0.0,105.4
1425,1425,0.0,72.05,33.28,0.0,105.33
1513,1513,0.0,105.11,0.0,0.0,105.11
1252,1252,0.0,49.2,0.0,55.9,105.1
340,340,105.0,0.0,0.0,0.0,105.0
579,579,65.5,39.43,0.0,0.0,104.93
1114,1114,104.89000000000001,0.0,0.0,0.0,104.89000000000001
2227,2227,0.0,0.0,0.0,104.70000000000002,104.70000000000002
2091,2091,0.0,0.0,104.7,0.0,104.7
328,328,78.7,26.0,0.0,0.0,104.7
2252,2252,0.0,0.0,0.0,104.6,104.6
2560,2560,0.0,0.0,0.0,104.49,104.49
1798,1798,0.0,0.0,104.4,0.0,104.4
279,279,20.62,21.759999999999998,0.0,61.95,104.33
1554,1554,0.0,104.01,0.0,0.0,104.01
808,808,19.34,0.0,36.14,48.46,103.94
668,668,48.25,9.959999999999999,45.71,0.0,103.92
2431,2431,0.0,0.0,0.0,103.86000000000001,103.86000000000001
779,779,58.459999999999994,0.0,35.9,9.49,103.84999999999998
2249,2249,0.0,0.0,0.0,103.61,103.61
2154,2154,0.0,0.0,24.4,79.1,103.5
1682,1682,0.0,103.4,0.0,0.0,103.4
1792,1792,0.0,0.0,103.38,0.0,103.38
2107,2107,0.0,0.0,38.15,65.2,103.35
712,712,53.0,0.0,0.0,50.349999999999994,103.35
894,894,28.04,32.3,0.0,42.97,103.31
790,790,103.13,0.0,0.0,0.0,103.13
110,110,103.12,0.0,0.0,0.0,103.12
1065,1065,10.8,72.78999999999999,19.5,0.0,103.08999999999999
921,921,54.800000000000004,0.0,47.9,0.0,102.7
1810,1810,0.0,0.0,102.62,0.0,102.62
1540,1540,0.0,102.41999999999999,0.0,0.0,102.41999999999999
1877,1877,0.0,0.0,102.2,0.0,102.2
1832,1832,0.0,0.0,102.07000000000001,0.0,102.07000000000001
1673,1673,0.0,102.0,0.0,0.0,102.0
491,491,36.11,0.0,0.0,65.75,101.86
149,149,101.81000000000002,0.0,0.0,0.0,101.81000000000002
237,237,79.35,22.419999999999998,0.0,0.0,101.77
2152,2152,0.0,0.0,96.60000000000001,4.89,101.49000000000001
529,529,60.830000000000005,40.620000000000005,0.0,0.0,101.45000000000002
2117,2117,0.0,0.0,101.4,0.0,101.4
680,680,39.699999999999996,61.7,0.0,0.0,101.4
1507,1507,0.0,101.28,0.0,0.0,101.28
724,724,100.94,0.0,0.0,0.0,100.94
1686,1686,0.0,100.8,0.0,0.0,100.8
1563,1563,0.0,100.5,0.0,0.0,100.5
1580,1580,0.0,58.599999999999994,0.0,41.75,100.35
672,672,100.09,0.0,0.0,0.0,100.09
2345,2345,0.0,0.0,0.0,99.9,99.9
1400,1400,0.0,99.87,0.0,0.0,99.87
1619,1619,0.0,99.7,0.0,0.0,99.7
1514,1514,0.0,99.59,0.0,0.0,99.59
1324,1324,0.0,99.4,0.0,0.0,99.4
1391,1391,0.0,69.59,29.76,0.0,99.35000000000001
82,82,34.48,0.0,0.0,64.86,99.34
2004,2004,0.0,0.0,19.369999999999997,79.8,99.16999999999999
907,907,11.8,28.42,0.0,58.91,99.13
1229,1229,0.0,99.0,0.0,0.0,99.0
1727,1727,0.0,21.9,77.02000000000001,0.0,98.92000000000002
1888,1888,0.0,0.0,98.9,0.0,98.9
693,693,61.2,24.8,12.84,0.0,98.84
1075,1075,98.72,0.0,0.0,0.0,98.72
1404,1404,0.0,98.5,0.0,0.0,98.5
2108,2108,0.0,0.0,98.5,0.0,98.5
1048,1048,98.4,0.0,0.0,0.0,98.4
109,109,24.7,73.6,0.0,0.0,98.3
1964,1964,0.0,0.0,98.27000000000001,0.0,98.27000000000001
1451,1451,0.0,20.3,77.89000000000001,0.0,98.19000000000001
1475,1475,0.0,57.77,0.0,40.32,98.09
1706,1706,0.0,97.87,0.0,0.0,97.87
1450,1450,0.0,97.80000000000001,0.0,0.0,97.80000000000001
818,818,30.419999999999998,67.38,0.0,0.0,97.8
1970,1970,0.0,0.0,88.8,8.9,97.7
1652,1652,0.0,97.69999999999999,0.0,0.0,97.69999999999999
1658,1658,0.0,97.60000000000001,0.0,0.0,97.60000000000001
334,334,97.4,0.0,0.0,0.0,97.4
2164,2164,0.0,0.0,97.3,0.0,97.3
1739,1739,0.0,97.10000000000001,0.0,0.0,97.10000000000001
863,863,36.6,60.49999999999999,0.0,0.0,97.1
1718,1718,0.0,96.99,0.0,0.0,96.99
2291,2291,0.0,0.0,0.0,96.86,96.86
2601,2601,0.0,0.0,0.0,96.80000000000001,96.80000000000001
1773,1773,0.0,80.47999999999999,16.23,0.0,96.71
2402,2402,0.0,0.0,0.0,96.60000000000001,96.60000000000001
1320,1320,0.0,96.44,0.0,0.0,96.44
1830,1830,0.0,0.0,17.11,79.31,96.42
2603,2603,0.0,0.0,0.0,96.20000000000002,96.20000000000002
2274,2274,0.0,0.0,0.0,95.91,95.91
171,171,47.34,48.36999999999999,0.0,0.0,95.71
581,581,28.490000000000002,17.6,42.699999999999996,6.8,95.58999999999999
2334,2334,0.0,0.0,0.0,95.57,95.57
2163,2163,0.0,0.0,95.50999999999999,0.0,95.50999999999999
876,876,95.48000000000002,0.0,0.0,0.0,95.48000000000002
1033,1033,95.30000000000001,0.0,0.0,0.0,95.30000000000001
2061,2061,0.0,0.0,33.980000000000004,61.29,95.27000000000001
615,615,51.660000000000004,18.700000000000003,9.1,15.8,95.26
944,944,95.20000000000002,0.0,0.0,0.0,95.20000000000002
1304,1304,0.0,56.19,0.0,39.0,95.19
147,147,59.7,35.3,0.0,0.0,95.0
2398,2398,0.0,0.0,0.0,94.9,94.9
700,700,94.81,0.0,0.0,0.0,94.81
2360,2360,0.0,0.0,0.0,94.64,94.64
2492,2492,0.0,0.0,0.0,94.36,94.36
2446,2446,0.0,0.0,0.0,94.28,94.28
2390,2390,0.0,0.0,0.0,94.11,94.11
128,128,94.1,0.0,0.0,0.0,94.1
50,50,51.8,17.5,0.0,24.599999999999998,93.89999999999999
22,22,93.78999999999999,0.0,0.0,0.0,93.78999999999999
2029,2029,0.0,0.0,93.78,0.0,93.78
1786,1786,0.0,0.0,93.6,0.0,93.6
1873,1873,0.0,0.0,93.56,0.0,93.56
678,678,72.35,0.0,0.0,21.14,93.49
1899,1899,0.0,0.0,18.94,74.53999999999999,93.47999999999999
2194,2194,0.0,0.0,48.519999999999996,44.730000000000004,93.25
2085,2085,0.0,0.0,93.14000000000001,0.0,93.14000000000001
345,345,93.14,0.0,0.0,0.0,93.14
1116,1116,93.00999999999999,0.0,0.0,0.0,93.00999999999999
2186,2186,0.0,0.0,92.91,0.0,92.91
2053,2053,0.0,0.0,51.75,40.97,92.72
1029,1029,92.69999999999999,0.0,0.0,0.0,92.69999999999999
2435,2435,0.0,0.0,0.0,92.60000000000002,92.60000000000002
1005,1005,92.24,0.0,0.0,0.0,92.24
2034,2034,0.0,0.0,92.13999999999999,0.0,92.13999999999999
1872,1872,0.0,0.0,92.09,0.0,92.09
1663,1663,0.0,91.9,0.0,0.0,91.9
2257,2257,0.0,0.0,0.0,91.74000000000001,91.74000000000001
1072,1072,24.8,0.0,27.830000000000002,39.08,91.71000000000001
2282,2282,0.0,0.0,0.0,91.7,91.7
211,211,91.61,0.0,0.0,0.0,91.61
1516,1516,0.0,60.31,0.0,31.2,91.51
351,351,91.5,0.0,0.0,0.0,91.5
1669,1669,0.0,91.5,0.0,0.0,91.5
1040,1040,91.3,0.0,0.0,0.0,91.3
216,216,91.10000000000001,0.0,0.0,0.0,91.10000000000001
2214,2214,0.0,0.0,0.0,90.87,90.87
1502,1502,0.0,90.81,0.0,0.0,90.81
460,460,90.6,0.0,0.0,0.0,90.6
2302,2302,0.0,0.0,0.0,90.42999999999999,90.42999999999999
1282,1282,0.0,90.4,0.0,0.0,90.4
1564,1564,0.0,90.23,0.0,0.0,90.23
2426,2426,0.0,0.0,0.0,90.2,90.2
710,710,90.2,0.0,0.0,0.0,90.2
2255,2255,0.0,0.0,0.0,90.19,90.19
659,659,64.32,0.0,0.0,25.81,90.13
972,972,90.02,0.0,0.0,0.0,90.02
2299,2299,0.0,0.0,0.0,90.00000000000001,90.00000000000001
1067,1067,89.96000000000001,0.0,0.0,0.0,89.96000000000001
2172,2172,0.0,0.0,34.2,55.72,89.92
83,83,89.85,0.0,0.0,0.0,89.85
2357,2357,0.0,0.0,0.0,89.78,89.78
681,681,82.08000000000001,7.68,0.0,0.0,89.76000000000002
2571,2571,0.0,0.0,0.0,89.69999999999999,89.69999999999999
989,989,45.55,0.0,0.0,44.13,89.68
1281,1281,0.0,89.65,0.0,0.0,89.65
738,738,46.61,27.0,16.0,0.0,89.61
155,155,89.1,0.0,0.0,0.0,89.1
272,272,89.1,0.0,0.0,0.0,89.1
1990,1990,0.0,0.0,1.47,87.62,89.09
2022,2022,0.0,0.0,81.01,8.04,89.05000000000001
2332,2332,0.0,0.0,0.0,89.02000000000001,89.02000000000001
2353,2353,0.0,0.0,0.0,88.92,88.92
927,927,88.80000000000001,0.0,0.0,0.0,88.80000000000001
467,467,88.60000000000001,0.0,0.0,0.0,88.60000000000001
69,69,88.3,0.0,0.0,0.0,88.3
1604,1604,0.0,88.2,0.0,0.0,88.2
2097,2097,0.0,0.0,88.0,0.0,88.0
1171,1171,17.9,50.39,19.669999999999998,0.0,87.96
1968,1968,0.0,0.0,87.9,0.0,87.9
1020,1020,36.5,51.32999999999999,0.0,0.0,87.82999999999998
801,801,43.28,0.0,44.11,0.0,87.39
1942,1942,0.0,0.0,48.48,38.83,87.31
229,229,62.57000000000001,0.0,0.0,24.72,87.29
1756,1756,0.0,67.81,19.4,0.0,87.21000000000001
2298,2298,0.0,0.0,0.0,87.03999999999999,87.03999999999999
2079,2079,0.0,0.0,86.94,0.0,86.94
1906,1906,0.0,0.0,86.94,0.0,86.94
2544,2544,0.0,0.0,0.0,86.9,86.9
2423,2423,0.0,0.0,0.0,86.89,86.89
1395,1395,0.0,61.17,0.0,25.6,86.77000000000001
2502,2502,0.0,0.0,0.0,86.61,86.61
550,550,86.5,0.0,0.0,0.0,86.5
343,343,38.0,0.0,0.0,48.47,86.47
903,903,56.9,29.550000000000004,0.0,0.0,86.45
1967,1967,0.0,0.0,86.35000000000002,0.0,86.35000000000002
964,964,14.9,0.0,71.25999999999999,0.0,86.16
1337,1337,0.0,85.97,0.0,0.0,85.97
709,709,85.92,0.0,0.0,0.0,85.92
1519,1519,0.0,85.66,0.0,0.0,85.66
2420,2420,0.0,0.0,0.0,85.59,85.59
1986,1986,0.0,0.0,85.39999999999999,0.0,85.39999999999999
1209,1209,18.740000000000002,21.44,45.18,0.0,85.36000000000001
2294,2294,0.0,0.0,0.0,85.16,85.16
2087,2087,0.0,0.0,85.1,0.0,85.1
1936,1936,0.0,0.0,85.05000000000001,0.0,85.05000000000001
1278,1278,0.0,74.22,10.8,0.0,85.02
1662,1662,0.0,28.9,55.77,0.0,84.67
1220,1220,84.50000000000001,0.0,0.0,0.0,84.50000000000001
2047,2047,0.0,0.0,44.42,39.6,84.02000000000001
1219,1219,83.9,0.0,0.0,0.0,83.9
2342,2342,0.0,0.0,0.0,83.88000000000001,83.88000000000001
1762,1762,0.0,29.299999999999997,0.0,54.5,83.8
1311,1311,0.0,83.72999999999999,0.0,0.0,83.72999999999999
1426,1426,0.0,83.71,0.0,0.0,83.71
2310,2310,0.0,0.0,0.0,83.62,83.62
713,713,54.01,0.0,0.0,29.53,83.53999999999999
926,926,83.47999999999999,0.0,0.0,0.0,83.47999999999999
1584,1584,0.0,61.93,0.0,21.44,83.37
2016,2016,0.0,0.0,83.31,0.0,83.31
844,844,45.650000000000006,0.0,0.0,37.6,83.25
1700,1700,0.0,83.25,0.0,0.0,83.25
838,838,29.409999999999997,0.0,53.78,0.0,83.19
1184,1184,82.58,0.0,0.0,0.0,82.58
794,794,82.57,0.0,0.0,0.0,82.57
2318,2318,0.0,0.0,0.0,82.55,82.55
500,500,82.4,0.0,0.0,0.0,82.4
2567,2567,0.0,0.0,0.0,82.25,82.25
1695,1695,0.0,82.19999999999999,0.0,0.0,82.19999999999999
525,525,54.07,0.0,27.76,0.0,81.83
1078,1078,26.009999999999998,0.0,0.0,55.78000000000001,81.79
27,27,81.59,0.0,0.0,0.0,81.59
951,951,81.46000000000001,0.0,0.0,0.0,81.46000000000001
2453,2453,0.0,0.0,0.0,81.39,81.39
1816,1816,0.0,0.0,68.94,12.4,81.34
723,723,81.27000000000001,0.0,0.0,0.0,81.27000000000001
2261,2261,0.0,0.0,0.0,81.27,81.27
1996,1996,0.0,0.0,81.0,0.0,81.0
35,35,80.92,0.0,0.0,0.0,80.92
2396,2396,0.0,0.0,0.0,80.91999999999999,80.91999999999999
1647,1647,0.0,80.9,0.0,0.0,80.9
1683,1683,0.0,80.9,0.0,0.0,80.9
2150,2150,0.0,0.0,80.9,0.0,80.9
2581,2581,0.0,0.0,0.0,80.85000000000001,80.85000000000001
898,898,28.46,0.0,52.38999999999999,0.0,80.85
1241,1241,0.0,80.7,0.0,0.0,80.7
1258,1258,0.0,48.94,0.0,31.7,80.64
1633,1633,0.0,80.60000000000001,0.0,0.0,80.60000000000001
1396,1396,0.0,80.56,0.0,0.0,80.56
1449,1449,0.0,45.4,35.0,0.0,80.4
9,9,80.4,0.0,0.0,0.0,80.4
966,966,80.39999999999999,0.0,0.0,0.0,80.39999999999999
2319,2319,0.0,0.0,0.0,80.32,80.32
477,477,80.19,0.0,0.0,0.0,80.19
2493,2493,0.0,0.0,0.0,80.14,80.14
2323,2323,0.0,0.0,0.0,80.10000000000001,80.10000000000001
1213,1213,80.1,0.0,0.0,0.0,80.1
929,929,79.84,0.0,0.0,0.0,79.84
2184,2184,0.0,0.0,79.84,0.0,79.84
1269,1269,0.0,79.69000000000001,0.0,0.0,79.69000000000001
1887,1887,0.0,0.0,79.61,0.0,79.61
759,759,35.1,0.0,0.0,44.5,79.6
1894,1894,0.0,0.0,79.56,0.0,79.56
2602,2602,0.0,0.0,0.0,79.5,79.5
571,571,79.4,0.0,0.0,0.0,79.4
2557,2557,0.0,0.0,0.0,79.33,79.33
1234,1234,0.0,67.39,11.85,0.0,79.24
2300,2300,0.0,0.0,0.0,79.16,79.16
1062,1062,79.01,0.0,0.0,0.0,79.01
